"Date (TU)","Valeur (en m³/s)","Statut","Qualification","Méthode","Continuité"
1994-07-22T00:00:00.000Z,"0.422","12",20,10,0
1994-07-23T00:00:00.000Z,"0.416","12",20,10,0
1994-07-24T00:00:00.000Z,"0.419","12",20,10,0
1994-07-25T00:00:00.000Z,"0.406","12",20,10,0
1994-07-26T00:00:00.000Z,"0.382","12",20,10,0
1994-07-27T00:00:00.000Z,"0.364","12",20,10,0
1994-07-28T00:00:00.000Z,"0.371","12",20,10,0
1994-07-29T00:00:00.000Z,"0.356","12",20,10,0
1994-07-30T00:00:00.000Z,"0.360","12",20,10,0
1994-07-31T00:00:00.000Z,"0.343","12",20,10,0
1994-08-01T00:00:00.000Z,"0.336","12",20,10,0
1994-08-02T00:00:00.000Z,"0.348","12",20,10,0
1994-08-03T00:00:00.000Z,"0.375","12",20,10,0
1994-08-04T00:00:00.000Z,"0.366","12",20,10,0
1994-08-05T00:00:00.000Z,"0.357","12",20,10,0
1994-08-06T00:00:00.000Z,"0.332","12",20,10,0
1994-08-07T00:00:00.000Z,"0.331","12",20,10,0
1994-08-08T00:00:00.000Z,"0.331","12",20,10,0
1994-08-09T00:00:00.000Z,"1.33","12",20,10,0
1994-08-10T00:00:00.000Z,"4.31","12",20,10,0
1994-08-11T00:00:00.000Z,"0.810","12",20,10,0
1994-08-12T00:00:00.000Z,"0.563","12",20,10,0
1994-08-13T00:00:00.000Z,"0.474","12",20,10,0
1994-08-14T00:00:00.000Z,"0.419","12",20,10,0
1994-08-15T00:00:00.000Z,"0.388","12",20,10,0
1994-08-16T00:00:00.000Z,"0.372","12",20,10,0
1994-08-17T00:00:00.000Z,"0.382","12",20,10,0
1994-08-18T00:00:00.000Z,"0.452","12",20,10,0
1994-08-19T00:00:00.000Z,"0.400","12",20,10,0
1994-08-20T00:00:00.000Z,"0.384","12",20,10,0
1994-08-21T00:00:00.000Z,"0.359","12",20,10,0
1994-08-22T00:00:00.000Z,"0.349","12",20,10,0
1994-08-23T00:00:00.000Z,"0.340","12",20,10,0
1994-08-24T00:00:00.000Z,"0.339","12",20,10,0
1994-08-25T00:00:00.000Z,"0.347","12",20,10,0
1994-08-26T00:00:00.000Z,"0.367","12",20,10,0
1994-08-27T00:00:00.000Z,"0.369","12",20,10,0
1994-08-28T00:00:00.000Z,"0.356","12",20,10,0
1994-08-29T00:00:00.000Z,"0.333","12",20,10,0
1994-08-30T00:00:00.000Z,"0.334","12",20,10,0
1994-08-31T00:00:00.000Z,"0.646","12",20,10,0
1994-09-01T00:00:00.000Z,"0.928","12",20,10,0
1994-09-02T00:00:00.000Z,"0.519","12",20,10,0
1994-09-03T00:00:00.000Z,"0.413","12",20,10,0
1994-09-04T00:00:00.000Z,"0.381","12",20,10,0
1994-09-05T00:00:00.000Z,"0.357","12",20,10,0
1994-09-06T00:00:00.000Z,"0.349","12",20,10,0
1994-09-07T00:00:00.000Z,"0.382","12",20,10,0
1994-09-08T00:00:00.000Z,"0.361","12",20,10,0
1994-09-09T00:00:00.000Z,"0.369","12",20,10,0
1994-09-10T00:00:00.000Z,"0.350","12",20,10,0
1994-09-11T00:00:00.000Z,"0.322","12",20,10,0
1994-09-12T00:00:00.000Z,"0.350","12",20,10,0
1994-09-13T00:00:00.000Z,"0.360","12",20,10,0
1994-09-14T00:00:00.000Z,"0.448","12",20,10,0
1994-09-15T00:00:00.000Z,"0.408","12",20,10,0
1994-09-16T00:00:00.000Z,"0.522","12",20,10,0
1994-09-17T00:00:00.000Z,"0.425","12",20,10,0
1994-09-18T00:00:00.000Z,"0.346","12",20,10,0
1994-09-19T00:00:00.000Z,"0.495","12",20,10,0
1994-09-20T00:00:00.000Z,"0.511","12",20,10,0
1994-09-21T00:00:00.000Z,"0.569","12",20,10,0
1994-09-22T00:00:00.000Z,"0.450","12",20,10,0
1994-09-23T00:00:00.000Z,"0.403","12",20,10,0
1994-09-24T00:00:00.000Z,"0.587","12",20,10,0
1994-09-25T00:00:00.000Z,"0.578","12",20,10,0
1994-09-26T00:00:00.000Z,"0.528","12",20,10,0
1994-09-27T00:00:00.000Z,"0.445","12",20,10,0
1994-09-28T00:00:00.000Z,"0.392","12",20,10,0
1994-09-29T00:00:00.000Z,"0.375","12",20,10,0
1994-09-30T00:00:00.000Z,"0.373","12",20,10,0
1994-10-01T00:00:00.000Z,"0.363","12",20,10,0
1994-10-02T00:00:00.000Z,"0.346","12",20,10,0
1994-10-03T00:00:00.000Z,"0.346","12",20,10,0
1994-10-04T00:00:00.000Z,"0.334","12",20,10,0
1994-10-05T00:00:00.000Z,"0.307","12",20,10,0
1994-10-06T00:00:00.000Z,"0.303","12",20,10,0
1994-10-07T00:00:00.000Z,"0.321","12",20,10,0
1994-10-08T00:00:00.000Z,"0.318","12",20,10,0
1994-10-09T00:00:00.000Z,"0.295","12",20,10,0
1994-10-10T00:00:00.000Z,"0.299","12",20,10,0
1994-10-11T00:00:00.000Z,"0.314","12",20,10,0
1994-10-12T00:00:00.000Z,"0.297","12",20,10,0
1994-10-13T00:00:00.000Z,"0.305","12",20,10,0
1994-10-14T00:00:00.000Z,"0.303","12",20,10,0
1994-10-15T00:00:00.000Z,"0.304","12",20,10,0
1994-10-16T00:00:00.000Z,"0.295","12",20,10,0
1994-10-17T00:00:00.000Z,"0.310","12",20,10,0
1994-10-18T00:00:00.000Z,"0.287","12",20,10,0
1994-10-19T00:00:00.000Z,"0.356","12",20,10,0
1994-10-20T00:00:00.000Z,"0.407","12",20,10,0
1994-10-21T00:00:00.000Z,"0.413","12",20,10,0
1994-10-22T00:00:00.000Z,"0.379","12",20,10,0
1994-10-23T00:00:00.000Z,"0.739","12",20,10,0
1994-10-24T00:00:00.000Z,"0.969","12",20,10,0
1994-10-25T00:00:00.000Z,"0.854","12",20,10,0
1994-10-26T00:00:00.000Z,"0.796","12",20,10,0
1994-10-27T00:00:00.000Z,"0.636","12",20,10,0
1994-10-28T00:00:00.000Z,"0.545","12",20,10,0
1994-10-29T00:00:00.000Z,"0.564","12",20,10,0
1994-10-30T00:00:00.000Z,"3.30","12",20,10,0
1994-10-31T00:00:00.000Z,"3.14","12",20,10,0
1994-11-01T00:00:00.000Z,"1.41","12",20,10,0
1994-11-02T00:00:00.000Z,"0.945","12",20,10,0
1994-11-03T00:00:00.000Z,"0.835","12",20,10,0
1994-11-04T00:00:00.000Z,"0.799","12",20,10,0
1994-11-05T00:00:00.000Z,"0.740","12",20,10,0
1994-11-06T00:00:00.000Z,"0.681","12",20,10,0
1994-11-07T00:00:00.000Z,"0.666","12",20,10,0
1994-11-08T00:00:00.000Z,"0.645","12",20,10,0
1994-11-09T00:00:00.000Z,"0.660","12",20,10,0
1994-11-10T00:00:00.000Z,"0.666","12",20,10,0
1994-11-11T00:00:00.000Z,"0.655","12",20,10,0
1994-11-12T00:00:00.000Z,"0.759","12",20,10,0
1994-11-13T00:00:00.000Z,"0.821","12",20,10,0
1994-11-14T00:00:00.000Z,"0.748","12",20,10,0
1994-11-15T00:00:00.000Z,"1.56","12",20,10,0
1994-11-16T00:00:00.000Z,"0.994","12",20,10,0
1994-11-17T00:00:00.000Z,"0.819","12",20,10,0
1994-11-18T00:00:00.000Z,"0.981","12",20,10,0
1994-11-19T00:00:00.000Z,"1.10","12",20,10,0
1994-11-20T00:00:00.000Z,"0.847","12",20,10,0
1994-11-21T00:00:00.000Z,"0.840","12",20,10,0
1994-11-22T00:00:00.000Z,"0.812","12",20,10,0
1994-11-23T00:00:00.000Z,"0.765","12",20,10,0
1994-11-24T00:00:00.000Z,"0.728","12",20,10,0
1994-11-25T00:00:00.000Z,"0.719","12",20,10,0
1994-11-26T00:00:00.000Z,"0.705","12",20,10,0
1994-11-27T00:00:00.000Z,"0.704","12",20,10,0
1994-11-28T00:00:00.000Z,"0.701","12",20,10,0
1994-11-29T00:00:00.000Z,"0.698","12",20,10,0
1994-11-30T00:00:00.000Z,"0.673","12",20,10,0
1994-12-01T00:00:00.000Z,"0.691","12",20,10,0
1994-12-02T00:00:00.000Z,"0.664","12",20,10,0
1994-12-03T00:00:00.000Z,"0.738","12",20,10,0
1994-12-04T00:00:00.000Z,"0.841","12",20,10,0
1994-12-05T00:00:00.000Z,"0.818","12",20,10,0
1994-12-06T00:00:00.000Z,"0.952","12",20,10,0
1994-12-07T00:00:00.000Z,"1.85","12",20,10,0
1994-12-08T00:00:00.000Z,"3.44","12",20,10,0
1994-12-09T00:00:00.000Z,"7.81","12",20,10,0
1994-12-10T00:00:00.000Z,"3.09","12",20,10,0
1994-12-11T00:00:00.000Z,"1.85","12",20,10,0
1994-12-12T00:00:00.000Z,"1.58","12",20,10,0
1994-12-13T00:00:00.000Z,"1.44","12",20,10,0
1994-12-14T00:00:00.000Z,"1.41","12",20,10,0
1994-12-15T00:00:00.000Z,"1.35","12",20,10,0
1994-12-16T00:00:00.000Z,"1.33","12",20,10,0
1994-12-17T00:00:00.000Z,"1.28","12",20,10,0
1994-12-18T00:00:00.000Z,"1.72","12",20,10,0
1994-12-19T00:00:00.000Z,"1.68","12",20,10,0
1994-12-20T00:00:00.000Z,"3.52","12",20,10,0
1994-12-21T00:00:00.000Z,"4.25","12",20,10,0
1994-12-22T00:00:00.000Z,"2.71","12",20,10,0
1994-12-23T00:00:00.000Z,"1.86","12",20,10,0
1994-12-24T00:00:00.000Z,"1.68","12",20,10,0
1994-12-25T00:00:00.000Z,"1.59","12",20,10,0
1994-12-26T00:00:00.000Z,"1.57","12",20,10,0
1994-12-27T00:00:00.000Z,"3.99","12",20,10,0
1994-12-28T00:00:00.000Z,"8.73","12",20,10,0
1994-12-29T00:00:00.000Z,"21.5","12",20,10,0
1994-12-30T00:00:00.000Z,"10.8","12",20,10,0
1994-12-31T00:00:00.000Z,"8.00","12",20,10,0
1995-01-01T00:00:00.000Z,"6.91","16",20,10,0
1995-01-02T00:00:00.000Z,"6.20","16",20,10,0
1995-01-03T00:00:00.000Z,"4.54","16",20,10,0
1995-01-04T00:00:00.000Z,"4.22","16",20,10,0
1995-01-05T00:00:00.000Z,"4.32","16",20,10,0
1995-01-06T00:00:00.000Z,"4.96","16",20,10,0
1995-01-07T00:00:00.000Z,"3.64","16",20,10,0
1995-01-08T00:00:00.000Z,"3.33","16",20,10,0
1995-01-09T00:00:00.000Z,"3.37","16",20,10,0
1995-01-10T00:00:00.000Z,"2.96","16",20,10,0
1995-01-11T00:00:00.000Z,"3.52","16",20,10,0
1995-01-12T00:00:00.000Z,"3.10","16",20,10,0
1995-01-13T00:00:00.000Z,"2.49","16",20,10,0
1995-01-14T00:00:00.000Z,"2.41","16",20,10,0
1995-01-15T00:00:00.000Z,"2.24","16",20,10,0
1995-01-16T00:00:00.000Z,"2.18","16",20,10,0
1995-01-17T00:00:00.000Z,"8.73","16",20,10,0
1995-01-18T00:00:00.000Z,"13.9","16",20,10,0
1995-01-19T00:00:00.000Z,"13.1","16",12,10,0
1995-01-20T00:00:00.000Z,"21.9","16",12,10,0
1995-01-21T00:00:00.000Z,"11.4","16",20,10,0
1995-01-22T00:00:00.000Z,"39.4","16",12,10,0
1995-01-23T00:00:00.000Z,"26.8","16",12,10,0
1995-01-24T00:00:00.000Z,"12.2","16",20,10,0
1995-01-25T00:00:00.000Z,"32.7","16",12,10,0
1995-01-26T00:00:00.000Z,"48.1","16",12,10,0
1995-01-27T00:00:00.000Z,"21.8","16",12,10,0
1995-01-28T00:00:00.000Z,"22.8","16",20,10,0
1995-01-29T00:00:00.000Z,"17.1","16",20,10,0
1995-01-30T00:00:00.000Z,"13.5","16",20,10,0
1995-01-31T00:00:00.000Z,"8.96","16",20,10,0
1995-02-01T00:00:00.000Z,"9.08","16",20,10,0
1995-02-02T00:00:00.000Z,"18.0","16",20,10,0
1995-02-03T00:00:00.000Z,"8.26","16",20,10,0
1995-02-04T00:00:00.000Z,"8.62","16",20,10,0
1995-02-05T00:00:00.000Z,"7.25","16",20,10,0
1995-02-06T00:00:00.000Z,"6.18","16",20,10,0
1995-02-07T00:00:00.000Z,"5.64","16",20,10,0
1995-02-08T00:00:00.000Z,"6.33","16",20,10,0
1995-02-09T00:00:00.000Z,"6.33","16",20,10,0
1995-02-10T00:00:00.000Z,"6.07","16",20,10,0
1995-02-11T00:00:00.000Z,"8.01","16",20,10,0
1995-02-12T00:00:00.000Z,"6.63","16",20,10,0
1995-02-13T00:00:00.000Z,"6.26","16",20,10,0
1995-02-14T00:00:00.000Z,"8.31","16",20,10,0
1995-02-15T00:00:00.000Z,"10.6","16",20,10,0
1995-02-16T00:00:00.000Z,"7.19","16",20,10,0
1995-02-17T00:00:00.000Z,"11.1","16",20,10,0
1995-02-18T00:00:00.000Z,"8.68","16",20,10,0
1995-02-19T00:00:00.000Z,"8.85","16",20,10,0
1995-02-20T00:00:00.000Z,"7.88","16",20,10,0
1995-02-21T00:00:00.000Z,"7.76","16",20,10,0
1995-02-22T00:00:00.000Z,"6.31","16",20,10,0
1995-02-23T00:00:00.000Z,"9.43","16",20,10,0
1995-02-24T00:00:00.000Z,"12.3","16",20,10,0
1995-02-25T00:00:00.000Z,"11.1","16",20,10,0
1995-02-26T00:00:00.000Z,"8.35","16",20,10,0
1995-02-27T00:00:00.000Z,"6.96","16",20,10,0
1995-02-28T00:00:00.000Z,"5.96","16",20,10,0
1995-03-01T00:00:00.000Z,"5.75","16",20,10,0
1995-03-02T00:00:00.000Z,"8.49","16",20,10,0
1995-03-03T00:00:00.000Z,"10.9","16",20,10,0
1995-03-04T00:00:00.000Z,"9.10","16",20,10,0
1995-03-05T00:00:00.000Z,"7.52","16",20,10,0
1995-03-06T00:00:00.000Z,"8.20","16",20,10,0
1995-03-07T00:00:00.000Z,"9.23","16",20,10,0
1995-03-08T00:00:00.000Z,"12.8","16",20,10,0
1995-03-09T00:00:00.000Z,"7.53","16",20,10,0
1995-03-10T00:00:00.000Z,"6.20","16",20,10,0
1995-03-11T00:00:00.000Z,"5.36","16",20,10,0
1995-03-12T00:00:00.000Z,"4.88","16",20,10,0
1995-03-13T00:00:00.000Z,"4.41","16",20,10,0
1995-03-14T00:00:00.000Z,"4.11","16",20,10,0
1995-03-15T00:00:00.000Z,"4.98","16",20,10,0
1995-03-16T00:00:00.000Z,"4.57","16",20,10,0
1995-03-17T00:00:00.000Z,"4.51","16",20,10,0
1995-03-18T00:00:00.000Z,"5.95","16",20,10,0
1995-03-19T00:00:00.000Z,"8.47","16",20,10,0
1995-03-20T00:00:00.000Z,"4.38","16",20,10,0
1995-03-21T00:00:00.000Z,"3.74","16",20,10,0
1995-03-22T00:00:00.000Z,"3.44","16",20,10,0
1995-03-23T00:00:00.000Z,"3.23","16",20,10,0
1995-03-24T00:00:00.000Z,"3.00","16",20,10,0
1995-03-25T00:00:00.000Z,"2.84","16",20,10,0
1995-03-26T00:00:00.000Z,"2.66","16",20,10,0
1995-03-27T00:00:00.000Z,"2.69","16",20,10,0
1995-03-28T00:00:00.000Z,"3.49","16",20,10,0
1995-03-29T00:00:00.000Z,"4.85","16",20,10,0
1995-03-30T00:00:00.000Z,"2.70","16",20,10,0
1995-03-31T00:00:00.000Z,"2.37","16",20,10,0
1995-04-01T00:00:00.000Z,"2.32","16",20,10,0
1995-04-02T00:00:00.000Z,"2.22","16",20,10,0
1995-04-03T00:00:00.000Z,"2.11","16",20,10,0
1995-04-04T00:00:00.000Z,"2.01","16",20,10,0
1995-04-05T00:00:00.000Z,"1.89","16",20,10,0
1995-04-06T00:00:00.000Z,"1.83","16",20,10,0
1995-04-07T00:00:00.000Z,"1.79","16",20,10,0
1995-04-08T00:00:00.000Z,"1.70","16",20,10,0
1995-04-09T00:00:00.000Z,"1.59","16",20,10,0
1995-04-10T00:00:00.000Z,"1.57","16",20,10,0
1995-04-11T00:00:00.000Z,"1.52","16",20,10,0
1995-04-12T00:00:00.000Z,"1.44","16",20,10,0
1995-04-13T00:00:00.000Z,"1.42","16",20,10,0
1995-04-14T00:00:00.000Z,"1.38","16",20,10,0
1995-04-15T00:00:00.000Z,"1.37","16",20,10,0
1995-04-16T00:00:00.000Z,"1.36","16",20,10,0
1995-04-17T00:00:00.000Z,"1.32","16",20,10,0
1995-04-18T00:00:00.000Z,"1.87","16",20,10,0
1995-04-19T00:00:00.000Z,"1.60","16",20,10,0
1995-04-20T00:00:00.000Z,"1.52","16",20,10,0
1995-04-21T00:00:00.000Z,"2.06","16",20,10,0
1995-04-22T00:00:00.000Z,"11.4","16",20,10,0
1995-04-23T00:00:00.000Z,"4.22","16",20,10,0
1995-04-24T00:00:00.000Z,"2.41","16",20,10,0
1995-04-25T00:00:00.000Z,"2.26","16",20,10,0
1995-04-26T00:00:00.000Z,"2.29","16",20,10,0
1995-04-27T00:00:00.000Z,"2.02","16",20,10,0
1995-04-28T00:00:00.000Z,"1.93","16",20,10,0
1995-04-29T00:00:00.000Z,"2.97","16",20,10,0
1995-04-30T00:00:00.000Z,"2.11","16",20,10,0
1995-05-01T00:00:00.000Z,"1.71","16",20,10,0
1995-05-02T00:00:00.000Z,"1.56","16",20,10,0
1995-05-03T00:00:00.000Z,"1.48","16",20,10,0
1995-05-04T00:00:00.000Z,"1.39","16",20,10,0
1995-05-05T00:00:00.000Z,"1.32","16",20,10,0
1995-05-06T00:00:00.000Z,"1.25","16",20,10,0
1995-05-07T00:00:00.000Z,"1.18","16",20,10,0
1995-05-08T00:00:00.000Z,"1.14","16",20,10,0
1995-05-09T00:00:00.000Z,"1.14","16",20,10,0
1995-05-10T00:00:00.000Z,"1.15","16",20,10,0
1995-05-11T00:00:00.000Z,"1.14","16",20,10,0
1995-05-12T00:00:00.000Z,"1.70","16",20,10,0
1995-05-13T00:00:00.000Z,"1.62","16",20,10,0
1995-05-14T00:00:00.000Z,"1.27","16",20,10,0
1995-05-15T00:00:00.000Z,"1.16","16",20,10,0
1995-05-16T00:00:00.000Z,"2.08","16",20,10,0
1995-05-17T00:00:00.000Z,"2.79","16",20,10,0
1995-05-18T00:00:00.000Z,"1.54","16",20,10,0
1995-05-19T00:00:00.000Z,"1.32","16",20,10,0
1995-05-20T00:00:00.000Z,"1.18","16",20,10,0
1995-05-21T00:00:00.000Z,"1.12","16",20,10,0
1995-05-22T00:00:00.000Z,"1.09","16",20,10,0
1995-05-23T00:00:00.000Z,"1.05","16",20,10,0
1995-05-24T00:00:00.000Z,"1.19","16",20,10,0
1995-05-25T00:00:00.000Z,"1.09","16",20,10,0
1995-05-26T00:00:00.000Z,"0.991","16",20,10,0
1995-05-27T00:00:00.000Z,"0.955","16",20,10,0
1995-05-28T00:00:00.000Z,"0.939","16",20,10,0
1995-05-29T00:00:00.000Z,"0.906","16",20,10,0
1995-05-30T00:00:00.000Z,"0.938","16",20,10,0
1995-05-31T00:00:00.000Z,"0.888","16",20,10,0
1995-06-01T00:00:00.000Z,"0.881","16",20,10,0
1995-06-02T00:00:00.000Z,"0.904","16",20,10,0
1995-06-03T00:00:00.000Z,"0.888","16",20,10,0
1995-06-04T00:00:00.000Z,"0.905","16",20,10,0
1995-06-05T00:00:00.000Z,"0.834","16",20,10,0
1995-06-06T00:00:00.000Z,"0.804","16",20,10,0
1995-06-07T00:00:00.000Z,"0.794","16",20,10,0
1995-06-08T00:00:00.000Z,"0.773","16",20,10,0
1995-06-09T00:00:00.000Z,"0.723","16",20,10,0
1995-06-10T00:00:00.000Z,"0.733","16",20,10,0
1995-06-11T00:00:00.000Z,"0.752","16",20,10,0
1995-06-12T00:00:00.000Z,"0.752","16",20,10,0
1995-06-13T00:00:00.000Z,"0.718","16",20,10,0
1995-06-14T00:00:00.000Z,"0.706","16",20,10,0
1995-06-15T00:00:00.000Z,"0.668","16",20,10,0
1995-06-16T00:00:00.000Z,"0.665","16",20,10,0
1995-06-17T00:00:00.000Z,"0.680","16",20,10,0
1995-06-18T00:00:00.000Z,"0.752","16",20,10,0
1995-06-19T00:00:00.000Z,"0.690","16",20,10,0
1995-06-20T00:00:00.000Z,"0.636","16",20,10,0
1995-06-21T00:00:00.000Z,"0.600","16",20,10,0
1995-06-22T00:00:00.000Z,"0.566","16",20,10,0
1995-06-23T00:00:00.000Z,"0.535","16",20,10,0
1995-06-24T00:00:00.000Z,"0.534","16",20,10,0
1995-06-25T00:00:00.000Z,"0.530","16",20,10,0
1995-06-26T00:00:00.000Z,"0.553","16",20,10,0
1995-06-27T00:00:00.000Z,"0.548","16",20,10,0
1995-06-28T00:00:00.000Z,"0.548","16",20,10,0
1995-06-29T00:00:00.000Z,"0.517","16",20,10,0
1995-06-30T00:00:00.000Z,"0.451","16",20,10,0
1995-07-01T00:00:00.000Z,"0.451","16",20,10,0
1995-07-02T00:00:00.000Z,"1.30","16",20,10,0
1995-07-03T00:00:00.000Z,"1.13","16",20,10,0
1995-07-04T00:00:00.000Z,"0.683","16",20,10,0
1995-07-05T00:00:00.000Z,"0.548","16",20,10,0
1995-07-06T00:00:00.000Z,"0.525","16",20,10,0
1995-07-07T00:00:00.000Z,"0.504","16",20,10,0
1995-07-08T00:00:00.000Z,"0.474","16",20,10,0
1995-07-09T00:00:00.000Z,"0.474","16",20,10,0
1995-07-10T00:00:00.000Z,"0.576","16",20,10,0
1995-07-11T00:00:00.000Z,"0.734","16",20,10,0
1995-07-12T00:00:00.000Z,"0.518","16",20,10,0
1995-07-13T00:00:00.000Z,"0.464","16",20,10,0
1995-07-14T00:00:00.000Z,"0.417","16",20,10,0
1995-07-15T00:00:00.000Z,"0.393","16",20,10,0
1995-07-16T00:00:00.000Z,"0.378","16",20,10,0
1995-07-17T00:00:00.000Z,"0.375","16",20,10,0
1995-07-18T00:00:00.000Z,"0.366","16",20,10,0
1995-07-19T00:00:00.000Z,"0.379","16",20,10,0
1995-07-20T00:00:00.000Z,"0.384","16",20,10,0
1995-07-21T00:00:00.000Z,"0.374","16",20,10,0
1995-07-22T00:00:00.000Z,"0.379","16",20,10,0
1995-07-23T00:00:00.000Z,"0.359","16",20,10,0
1995-07-24T00:00:00.000Z,"0.351","16",20,10,0
1995-07-25T00:00:00.000Z,"0.349","16",20,10,0
1995-07-26T00:00:00.000Z,"0.341","16",20,10,0
1995-07-27T00:00:00.000Z,"0.762","16",20,10,0
1995-07-28T00:00:00.000Z,"0.526","16",20,10,0
1995-07-29T00:00:00.000Z,"0.401","16",20,10,0
1995-07-30T00:00:00.000Z,"0.359","16",20,10,0
1995-07-31T00:00:00.000Z,"0.346","16",20,10,0
1995-08-01T00:00:00.000Z,"0.329","16",20,10,0
1995-08-02T00:00:00.000Z,"0.343","16",20,10,0
1995-08-03T00:00:00.000Z,"0.350","16",20,10,0
1995-08-04T00:00:00.000Z,"0.335","16",20,10,0
1995-08-05T00:00:00.000Z,"0.408","16",20,10,0
1995-08-06T00:00:00.000Z,"0.806","16",20,10,0
1995-08-07T00:00:00.000Z,"0.478","16",20,10,0
1995-08-08T00:00:00.000Z,"0.404","16",20,10,0
1995-08-09T00:00:00.000Z,"0.366","16",20,10,0
1995-08-10T00:00:00.000Z,"0.368","16",20,10,0
1995-08-11T00:00:00.000Z,"0.341","16",20,10,0
1995-08-12T00:00:00.000Z,"0.317","16",20,10,0
1995-08-13T00:00:00.000Z,"0.308","16",20,10,0
1995-08-14T00:00:00.000Z,"0.305","16",20,10,0
1995-08-15T00:00:00.000Z,"0.299","16",20,10,0
1995-08-16T00:00:00.000Z,"0.285","16",20,10,0
1995-08-17T00:00:00.000Z,"0.274","16",20,10,0
1995-08-18T00:00:00.000Z,"0.273","16",20,10,0
1995-08-19T00:00:00.000Z,"0.266","16",20,10,0
1995-08-20T00:00:00.000Z,"0.265","16",20,10,0
1995-08-21T00:00:00.000Z,"0.243","16",20,10,0
1995-08-22T00:00:00.000Z,"0.242","16",20,10,0
1995-08-23T00:00:00.000Z,"0.248","16",20,10,0
1995-08-24T00:00:00.000Z,"0.245","16",20,10,0
1995-08-25T00:00:00.000Z,"0.249","16",20,10,0
1995-08-26T00:00:00.000Z,"0.249","16",20,10,0
1995-08-27T00:00:00.000Z,"0.243","16",20,10,0
1995-08-28T00:00:00.000Z,"0.226","16",20,10,0
1995-08-29T00:00:00.000Z,"0.229","16",20,10,0
1995-08-30T00:00:00.000Z,"0.214","16",20,10,0
1995-08-31T00:00:00.000Z,"0.217","16",20,10,0
1995-09-01T00:00:00.000Z,"0.223","16",20,10,0
1995-09-02T00:00:00.000Z,"0.233","16",20,10,0
1995-09-03T00:00:00.000Z,"0.226","16",20,10,0
1995-09-04T00:00:00.000Z,"0.245","16",20,10,0
1995-09-05T00:00:00.000Z,"0.237","16",20,10,0
1995-09-06T00:00:00.000Z,"0.260","16",20,10,0
1995-09-07T00:00:00.000Z,"0.887","16",20,10,0
1995-09-08T00:00:00.000Z,"0.820","16",20,10,0
1995-09-09T00:00:00.000Z,"0.386","16",20,10,0
1995-09-10T00:00:00.000Z,"0.406","16",20,10,0
1995-09-11T00:00:00.000Z,"0.391","16",20,10,0
1995-09-12T00:00:00.000Z,"0.349","16",20,10,0
1995-09-13T00:00:00.000Z,"0.325","16",20,10,0
1995-09-14T00:00:00.000Z,"0.316","16",20,10,0
1995-09-15T00:00:00.000Z,"0.366","16",20,10,0
1995-09-16T00:00:00.000Z,"0.417","16",20,10,0
1995-09-17T00:00:00.000Z,"1.13","16",20,10,0
1995-09-18T00:00:00.000Z,"3.64","16",20,10,0
1995-09-19T00:00:00.000Z,"1.29","16",20,10,0
1995-09-20T00:00:00.000Z,"0.704","16",20,10,0
1995-09-21T00:00:00.000Z,"0.511","16",20,10,0
1995-09-22T00:00:00.000Z,"0.416","16",20,10,0
1995-09-23T00:00:00.000Z,"0.404","16",20,10,0
1995-09-24T00:00:00.000Z,"0.406","16",20,10,0
1995-09-25T00:00:00.000Z,"0.383","16",20,10,0
1995-09-26T00:00:00.000Z,"0.358","16",20,10,0
1995-09-27T00:00:00.000Z,"0.420","16",20,10,0
1995-09-28T00:00:00.000Z,"0.437","16",20,10,0
1995-09-29T00:00:00.000Z,"0.390","16",20,10,0
1995-09-30T00:00:00.000Z,"0.371","16",20,10,0
1995-10-01T00:00:00.000Z,"0.379","16",20,10,0
1995-10-02T00:00:00.000Z,"0.361","16",20,10,0
1995-10-03T00:00:00.000Z,"0.356","16",20,10,0
1995-10-04T00:00:00.000Z,"0.369","16",20,10,0
1995-10-05T00:00:00.000Z,"0.373","16",20,10,0
1995-10-06T00:00:00.000Z,"0.344","16",20,10,0
1995-10-07T00:00:00.000Z,"0.335","16",20,10,0
1995-10-08T00:00:00.000Z,"0.297","16",20,10,0
1995-10-09T00:00:00.000Z,"0.308","16",20,10,0
1995-10-10T00:00:00.000Z,"0.292","16",20,10,0
1995-10-11T00:00:00.000Z,"0.308","16",20,10,0
1995-10-12T00:00:00.000Z,"0.307","16",20,10,0
1995-10-13T00:00:00.000Z,"0.305","16",20,10,0
1995-10-14T00:00:00.000Z,"0.296","16",20,10,0
1995-10-15T00:00:00.000Z,"0.285","16",20,10,0
1995-10-16T00:00:00.000Z,"0.289","16",20,10,0
1995-10-17T00:00:00.000Z,"0.286","16",20,10,0
1995-10-18T00:00:00.000Z,"0.285","16",20,10,0
1995-10-19T00:00:00.000Z,"0.283","16",20,10,0
1995-10-20T00:00:00.000Z,"0.295","16",20,10,0
1995-10-21T00:00:00.000Z,"0.283","16",20,10,0
1995-10-22T00:00:00.000Z,"0.279","16",20,10,0
1995-10-23T00:00:00.000Z,"0.298","16",20,10,0
1995-10-24T00:00:00.000Z,"0.343","16",20,10,0
1995-10-25T00:00:00.000Z,"0.443","16",20,10,0
1995-10-26T00:00:00.000Z,"0.404","16",20,10,0
1995-10-27T00:00:00.000Z,"0.315","16",20,10,0
1995-10-28T00:00:00.000Z,"0.319","16",20,10,0
1995-10-29T00:00:00.000Z,"0.315","16",20,10,0
