"date" "Streamflow" "Temperature" "Radiation" "RelativeHumidity" "Windspeed"
1999-03-09 NA -23.56020833 83.05416667 82.80229167 1.309375
1999-03-10 NA -27.13291667 75.05520833 79.62822917 1.169791667
1999-03-11 NA -28.74479167 75.94270833 80.54354167 0.917708333
1999-03-12 NA -26.88020833 121.7125 79.116875 1.167708333
1999-03-13 NA -22.00729167 59.51354167 70.69260417 2.213541667
1999-03-14 NA -13.971875 103.4645833 57.2921875 4.008333333
1999-03-15 NA -18.4965625 91.71145833 75.56520833 1.511458333
1999-03-16 NA -24.99770833 49.19583333 85.45947917 1.2875
1999-03-17 NA -21.22677083 86.46666667 84.21802083 0.639583333
1999-03-18 NA -27.21083333 43.7625 84.73552083 1.138541667
1999-03-19 NA -31.83010417 41.67916667 85.11947917 1.1625
1999-03-20 NA -34.66947917 39.21666667 85.24802083 1.265625
1999-03-21 NA -36.27041667 37.096875 85.01552083 1.225
1999-03-22 NA -36.23666667 35.49583333 83.46041667 0.921875
1999-03-23 NA -36.97510417 32.93229167 83.90072917 1.186458333
1999-03-24 NA -37.94166667 31.50729167 83.8153125 1.080208333
1999-03-25 NA -36.25083333 52.38645833 82.68395833 1.139583333
1999-03-26 NA -28.28489583 33.66458333 83.74135417 0.927083333
1999-03-27 NA -33.38823529 11.52205882 85.45352941 1.127941176
1999-03-28 NA -40.67135417 13.95520833 85.04864583 0.93125
1999-03-29 NA -42.226875 14.353125 83.30708333 0.98125
1999-03-30 NA -40.25552083 18.42395833 83.28041667 0.917708333
1999-03-31 NA -36.48354167 20.74270833 84.2171875 0.730208333
1999-04-01 NA -25.81572917 18.02395833 75.19072917 2.501041667
1999-04-02 NA -11.69104167 33.746875 57.66916667 5.840625
1999-04-03 NA -17.27114583 25.95520833 78.61791667 1.670833333
1999-04-04 NA -21.63666667 31.246875 84.48802083 1.759375
1999-04-05 NA -29.00958333 27.3625 85.020625 1.532291667
1999-04-06 NA -32.26458333 17.11041667 82.6671875 2.235416667
1999-04-07 NA -30.69989583 14.34375 81.675 1.238541667
1999-04-08 NA -35.1803125 14.33020833 84.84927083 1.4875
1999-04-09 NA -39.13729167 15.74895833 84.1815625 1.10625
1999-04-10 NA -41.51458333 14.04791667 82.43 1.271875
1999-04-11 NA -37.33239583 11.8625 83.00583333 0.627083333
1999-04-12 NA -38.700625 9.840625 82.91072917 1.334375
1999-04-13 NA -42.55 8.334375 81.10270833 1.377083333
1999-04-14 NA -42.81427083 10.06770833 79.8425 1.108333333
1999-04-15 NA -41.36572917 6.510416667 76.29114583 1.761458333
1999-04-16 NA -29.0446875 7.022916667 68.818125 6.75
1999-04-17 NA -40.67333333 6.285416667 75.585625 1.614583333
1999-04-18 NA -44.04760417 5.379166667 73.17677083 1.440625
1999-04-19 NA -45.79416667 4.652083333 71.29135417 1.517708333
1999-04-20 NA -42.65697917 3.28125 72.4946875 0.966666667
1999-04-21 NA -37.2578125 1.964583333 78.3746875 0.916666667
1999-04-22 NA -36.87729167 1.723958333 79.65270833 0.691666667
1999-04-23 NA -36.84625 1.3 80.10072917 1.129166667
1999-04-24 NA -44.14145833 1.063541667 75.8490625 1.5375
1999-04-25 NA -45.135 0.876041667 74.30041667 0.775
1999-04-26 NA -40.9828125 0.519791667 77.57041667 0.978125
1999-04-27 NA -31.99260417 0.310416667 80.8334375 1.020833333
1999-04-28 NA -21.46125 0.504166667 67.71666667 3.013541667
1999-04-29 NA -34.03645833 0.522916667 82.66625 1.372916667
1999-04-30 NA -38.03677083 0.345833333 82.535625 1.5375
1999-05-01 NA -42.96885417 0.185416667 79.47927083 1.416666667
1999-05-02 NA -42.86947917 0.117708333 77.84947917 1.097916667
1999-05-03 NA -40.8646875 0.058333333 78.41635417 1.160416667
1999-05-04 NA -38.64572917 0.092708333 80.99947917 1.180208333
1999-05-05 NA -43.09677083 0 78.35302083 1.338541667
1999-05-06 NA -45.65833333 0 75.53385417 1.472916667
1999-05-07 NA -48.20645833 0 72.93354167 1.314583333
1999-05-08 NA -49.75947917 0 71.80802083 1.359375
1999-05-09 NA -45.3753125 0 75.05854167 0.963541667
1999-05-10 NA -33.06645833 0 67.2796875 3.361458333
1999-05-11 NA -23.03458333 0 48.14270833 6.43125
1999-05-12 NA -22.5690625 0 45.36822917 5.860416667
1999-05-13 NA -34.39427083 0 59.9375 2.834375
1999-05-14 NA -28.5925 0 46.33208333 5.340625
1999-05-15 NA -41.0240625 0 62.66770833 1.932291667
1999-05-16 NA -45.20052083 0 65.3871875 1.696875
1999-05-17 NA -47.974375 0 65.25520833 1.49375
1999-05-18 NA -44.86458333 0 64.92645833 0.811458333
1999-05-19 NA -48.48291667 0 65.42052083 1.696875
1999-05-20 NA -51.39791667 0 65.676875 1.440625
1999-05-21 NA -38.48708333 0 57.51072917 4.616666667
1999-05-22 NA -17.78010417 0 37.33291667 10.19166667
1999-05-23 NA -31.66364583 0 69.68145833 1.958333333
1999-05-24 NA -39.34208333 0 78.15447917 1.528125
1999-05-25 NA -41.95791667 0 74.85114583 1.19375
1999-05-26 NA -40.749375 0 73.29677083 1.416666667
1999-05-27 NA -32.90635417 0 72.84885417 2.339583333
1999-05-28 NA -32.16177083 0 79.939375 1.927083333
1999-05-29 NA -37.68291667 0 80.42458333 1.554166667
1999-05-30 NA -40.72083333 0 78.01 1.76875
1999-05-31 NA -9.336041667 0 34.82104167 9.523958333
1999-06-01 NA -28.21729167 0 77.55364583 2.372916667
1999-06-02 NA -31.77208333 0 71.9196875 3.182291667
1999-06-03 NA -12.41354167 0 34.20541667 8.984375
1999-06-04 NA -25.96166667 0 72.32614583 2.2125
1999-06-05 NA -13.59114583 0 40.38854167 9.489583333
1999-06-06 NA -5.767604167 0 30.62697917 7.116666667
1999-06-07 NA -16.48208333 0 72.64541667 3.044791667
1999-06-08 NA -25.54416667 0 72.41833333 1.8625
1999-06-09 NA -31.53604167 0 84.7346875 0.9625
1999-06-10 NA -29.8678125 0 84.63041667 0.95625
1999-06-11 NA -38.12270833 0 85.03760417 1.341666667
1999-06-12 NA -39.82208333 0 83.90791667 1.209375
1999-06-13 NA -25.49572917 0 73.05604167 4.639583333
1999-06-14 NA -35.47854167 0 78.79645833 1.625
1999-06-15 NA -39.74916667 0 77.80708333 1.334375
1999-06-16 NA -39.69729167 0 76.59572917 1.701041667
1999-06-17 NA -35.35697917 0 79.60364583 1.710416667
1999-06-18 NA -10.20270833 0 42.67822917 5.780208333
1999-06-19 NA -18.57802083 0 61.52697917 2.461458333
1999-06-20 NA -24.56020833 0 78.74020833 3.491666667
1999-06-21 NA -33.56177083 0 87.0178125 1.001041667
1999-06-22 NA -36.62552083 0 86.98541667 0.767708333
1999-06-23 NA -36.52729167 0 86.6946875 0.686458333
1999-06-24 NA -34.87114583 0 86.34625 0.434375
1999-06-25 NA -39.66760417 0 86.5221875 0.633333333
1999-06-26 NA -41.80697917 0 85.30416667 0.579166667
1999-06-27 NA -41.55541667 0 85.2075 0.788541667
1999-06-28 NA -43.19427083 0 83.734375 0.755208333
1999-06-29 NA -39.01541667 0 85.04739583 1.159375
1999-06-30 NA -26.705625 0 65.51958333 2.057291667
1999-07-01 NA -24.10635417 0 73.96625 2.101041667
1999-07-02 NA -28.29395833 0 80.4146875 1.654166667
1999-07-03 NA -20.138125 0 53.2503125 8.627083333
1999-07-04 NA -17.90427083 0 35.18416667 10.721875
1999-07-05 NA -26.47552083 0 66.0084375 1.338541667
1999-07-06 NA -19.07364583 0 51.72197917 5.492708333
1999-07-07 NA -11.24625 0 31.38458333 12.77291667
1999-07-08 NA -7.732916667 0 29.286875 9.795833333
1999-07-09 NA -8.2125 0 32.35958333 4.655208333
1999-07-10 NA -9.258958333 0 37.45854167 7.595833333
1999-07-11 NA -13.16447917 0 41.10125 8.365625
1999-07-12 NA -22.64197917 0 66.876875 4.0375
1999-07-13 NA -31.99208333 0 80.553125 1.413541667
1999-07-14 NA -35.90895833 0 80.79947917 1.269791667
1999-07-15 NA -39.87083333 0 79.46875 1.411458333
1999-07-16 NA -38.5746875 0 78.34645833 1.192708333
1999-07-17 NA -36.96854167 0 78.28177083 1.03125
1999-07-18 NA -40.18541667 0 77.9925 1.583333333
1999-07-19 NA -41.6596875 0 76.47489583 1.23125
1999-07-20 NA -21.483125 0 52.37395833 4.841666667
1999-07-21 NA -16.26677083 0 70.47395833 3.710416667
1999-07-22 NA -14.0234375 0 41.16020833 7.629166667
1999-07-23 NA -23.97197917 0 50.87364583 3.360416667
1999-07-24 NA -29.00447917 0 64.60916667 2.909375
1999-07-25 NA -33.354375 0 76.559375 1.344791667
1999-07-26 NA -39.20510417 0 74.9603125 1.797916667
1999-07-27 NA -23.54854167 0 47.03875 5.967708333
1999-07-28 NA -34.36260417 0 76.91041667 1.692708333
1999-07-29 NA -39.3015625 0 76.15041667 2.163541667
1999-07-30 NA -34.21791667 0 75.35489583 4.733333333
1999-07-31 NA -38.95864583 0 76.4175 1.572916667
1999-08-01 NA -42.860625 0 73.23208333 1.326041667
1999-08-02 NA -43.91572917 0 71.89270833 0.901041667
1999-08-03 NA -43.47489583 0 70.31260417 1.017708333
1999-08-04 NA -29.475625 0 53.97125 3.292708333
1999-08-05 NA -36.3753125 0 69.56333333 1.560416667
1999-08-06 NA -38.00322917 0 71.94864583 1.128125
1999-08-07 NA -20.48333333 0 49.34010417 6.855208333
1999-08-08 NA -24.84760417 0.053125 53.068125 8.909375
1999-08-09 NA -21.53416667 0.063541667 38.08 4.615625
1999-08-10 NA -18.74333333 0.001041667 36.95 6.298958333
1999-08-11 NA -17.30864583 0.114583333 34.69958333 9.30625
1999-08-12 NA -15.32197917 0 40.46604167 10.99583333
1999-08-13 NA -22.92135417 0 55.12104167 6.225
1999-08-14 NA -27.13770833 0.01875 75.84010417 1.267708333
1999-08-15 NA -35.23197917 0.241666667 83.97083333 1.504166667
1999-08-16 NA -33.75072917 0.469791667 77.38625 4.591666667
1999-08-17 NA -40.3296875 0.521875 78.89239583 1.379166667
1999-08-18 NA -40.5184375 0.725 76.65802083 1.448958333
1999-08-19 NA -43.49458333 1.08125 74.24072917 1.507291667
1999-08-20 NA -45.60364583 1.382291667 72.331875 1.545833333
1999-08-21 NA -46.896875 1.245833333 70.76666667 1.516666667
1999-08-22 NA -47.9478125 1.458333333 69.73489583 1.4625
1999-08-23 NA -49.5965625 2.095833333 69.2190625 1.460416667
1999-08-24 NA -50.61489583 2.519791667 68.51125 1.4625
1999-08-25 NA -51.69239583 3.030208333 67.79291667 1.461458333
1999-08-26 NA -51.44895833 3.526041667 67.7890625 1.295833333
1999-08-27 NA -31.63354167 6.546875 51.91052083 5.457291667
1999-08-28 NA -40.85177083 8.330208333 65.415625 1.664583333
1999-08-29 NA -44.54104167 9.48125 67.0309375 1.488541667
1999-08-30 NA -47.715 9.66875 66.42875 1.648958333
1999-08-31 NA -49.36104167 10.59270833 66.06729167 1.361458333
1999-09-01 NA -28.2796875 10.96145833 45.118125 7.210416667
1999-09-02 NA -37.55052083 15.059375 66.17916667 2.516666667
1999-09-03 NA -25.08447917 13.14479167 45.01166667 5.061458333
1999-09-04 NA -32.34208333 17.13125 70.5425 1.447916667
1999-09-05 NA -36.16729167 17.11354167 79.02947917 1.163541667
1999-09-06 NA -32.87479167 14.96875 79.2809375 0.90625
1999-09-07 NA -32.1840625 14.93333333 80.0078125 1.35
1999-09-08 NA -39.27375 11.50104167 79.53135417 1.572916667
1999-09-09 NA -43.8421875 12.07083333 75.05885417 1.203125
1999-09-10 NA -38.79791667 14.09270833 69.80979167 1.563541667
1999-09-11 NA -8.548020833 22.24479167 35.97291667 8.236458333
1999-09-12 NA -2.69375 20.57083333 27.65854167 7.71875
1999-09-13 NA -8.773333333 40.50104167 49.12322917 6.7625
1999-09-14 NA -10.56510417 39.06354167 31.0265625 5.555208333
1999-09-15 NA -16.479375 31.134375 50.3146875 2.716666667
1999-09-16 NA -27.66177083 29.628125 79.24260417 1.30625
1999-09-17 NA -34.2959375 30.075 84.90270833 1.489583333
1999-09-18 NA -36.77145833 31.63541667 83.90489583 1.230208333
1999-09-19 NA -31.61375 43.62395833 80.43989583 0.682291667
1999-09-20 NA -29.8046875 53.62083333 81.23520833 0.986458333
1999-09-21 NA -26.68760417 48.15416667 82.60833333 1.076041667
1999-09-22 NA -24.4471875 75.79895833 82.839375 1.191666667
1999-09-23 NA -25.68614583 59.046875 84.42958333 1.090625
1999-09-24 NA -30.90729167 62.703125 84.32479167 1.225
1999-09-25 NA -33.7509375 63.72083333 84.3459375 1.138541667
1999-09-26 NA -30.44989583 62.52708333 82.86291667 1.709375
1999-09-27 NA -18.37302083 92.803125 52.11645833 6.372916667
1999-09-28 NA -23.46385417 90.221875 67.30333333 3.057291667
1999-09-29 NA -17.51010417 86.06770833 53.74166667 4.839583333
1999-09-30 NA -25.61260417 57.1375 74.11291667 1.953125
1999-10-01 NA -23.91552083 99.525 70.23447917 2.6125
1999-10-02 NA -23.5921875 59.33541667 64.77385417 3.289583333
1999-10-03 NA -20.5971875 63.703125 56.94260417 8.25
1999-10-04 NA -29.2225 61.46666667 85.2784375 1.175
1999-10-05 NA -24.47802083 112.6375 71.68104167 4.022916667
1999-10-06 NA -21.289375 81.95208333 43.27645833 4.995833333
1999-10-07 NA -19.81614583 83.10729167 37.49927083 5.85
1999-10-08 NA -23.89416667 134.1979167 53.62239583 2.758333333
1999-10-09 NA -19.0753125 119.234375 72.73708333 2.289583333
1999-10-10 NA -13.5371875 125.8458333 43.56416667 6.441666667
1999-10-11 NA -9.188229167 124.7208333 32.70083333 7.190625
1999-10-12 NA -13.38145833 131.6947917 54.0928125 6.776041667
1999-10-13 NA -15.00614583 123.9729167 32.6853125 12.40833333
1999-10-14 NA -15.33125 133.4854167 33.58833333 13.71041667
1999-10-15 NA -7.8696875 149.3833333 27.53739583 16.30833333
1999-10-16 NA -7.61875 144.1375 29.9309375 9.5875
1999-10-17 NA -13.28552083 175.4322917 39.43791667 3.372916667
1999-10-18 NA -8.0303125 157.1729167 30.58354167 5.867708333
1999-10-19 NA -13.56927083 162.2302083 36.5259375 2.192708333
1999-10-20 NA -11.8946875 186.090625 34.81885417 2.8625
1999-10-21 NA -13.87239583 199.178125 42.43479167 1.179166667
1999-10-22 NA -13.06864583 219.6427083 39.10208333 2.767708333
1999-10-23 NA -13.97729167 251.8875 39.5278125 3.059375
1999-10-24 NA -15.17302083 296.2854167 40.76708333 2.985416667
1999-10-25 NA -15.03354167 340.2166667 39.94625 3.088541667
1999-10-26 NA -13.65916667 379.075 32.3175 5.155208333
1999-10-27 NA -12.90770833 399.528125 30.01489583 4.197916667
1999-10-28 NA -11.61 238.6583333 32.141875 4.164583333
1999-10-29 NA -12.591875 409.65 49.88083333 5.483333333
1999-10-30 NA -12.56760417 439.7489583 42.16135417 3.129166667
1999-10-31 NA -8.719791667 313.2083333 27.90822917 5.85625
1999-11-01 NA -8.793645833 262.0458333 32.33760417 5.432291667
1999-11-02 NA -11.0553125 424.7604167 39.84645833 5.197916667
1999-11-03 NA -9.48 492.0791667 29.20708333 10.71875
1999-11-04 NA -9.238958333 514.096875 29.13270833 9.434375
1999-11-05 NA -5.116979167 290.5177083 28.81052083 7.352083333
1999-11-06 NA -0.010520833 430.6260417 23.90760417 8.284375
1999-11-07 NA 1.090416667 300.45 27.20354167 6.579166667
1999-11-08 NA 1.487291667 530.4583333 25.79177083 6.890625
1999-11-09 NA -1.678125 554.3833333 27.23114583 3.815625
1999-11-10 NA -2.400416667 403.6833333 27.8721875 6.107291667
1999-11-11 NA -0.917395833 497.8072917 29.06833333 7.311458333
1999-11-12 NA -0.854895833 451.128125 25.39697917 5.911458333
1999-11-13 NA -0.413854167 289.4177083 32.07229167 7.434375
1999-11-14 NA -1.2446875 462.6364583 39.2559375 6.748958333
1999-11-15 NA -1.783020833 624.615625 26.083125 9.316666667
1999-11-16 NA -4.191666667 590.5197917 33.23166667 6.697916667
1999-11-17 NA -6.321770833 430.8447917 42.70916667 5.2
1999-11-18 NA -6.5125 413.33125 40.90760417 4.509375
1999-11-19 NA -5.874583333 505.840625 35.00833333 4.679166667
1999-11-20 NA -4.833229167 540.8604167 33.76125 3.676041667
1999-11-21 NA -8.948854167 489.2739583 43.0475 6.985416667
1999-11-22 NA -6.726145833 470.5645833 52.4540625 7.407291667
1999-11-23 NA -3.6709375 526.9083333 40.01416667 3.535416667
1999-11-24 NA -2.179479167 667.0864583 41.15822917 4.783333333
1999-11-25 NA -1.236666667 485.340625 24.24104167 4.569791667
1999-11-26 NA -3.7609375 416.9572917 40.39052083 5.860416667
1999-11-27 NA -2.250520833 690.8208333 34.66572917 5.051041667
1999-11-28 NA -2.8075 558.665625 32.3121875 5.867708333
1999-11-29 NA -3.634270833 640.228125 37.57583333 6.133333333
1999-11-30 NA -3.9378125 426.3020833 43.8353125 6.517708333
1999-12-01 21.5 -2.8090625 663.7041667 39.3425 5.76875
1999-12-02 15.5 -3.545 514.0104167 47.12708333 3.834375
1999-12-03 33.2 -1.984375 626.53125 28.53125 5.360416667
1999-12-04 34.7 -1.753229167 760.3489583 26.67229167 8.4
1999-12-05 72.1 -1.504375 608.509375 24.903125 6.048958333
1999-12-06 58.9 -0.6028125 582.084375 34.001875 4.914583333
1999-12-07 74.5 1.031458333 617.9135417 28.975 4.609375
1999-12-08 125.6 1.354270833 776.3458333 24.1490625 9.763541667
1999-12-09 27 -0.383958333 782.1416667 23.89625 10.89791667
1999-12-10 34 0.082395833 786.2052083 25.5403125 8.844791667
1999-12-11 69.9 -0.890520833 739.6583333 46.66041667 7.70625
1999-12-12 170.9 -1.766979167 324.9385417 45.93677083 6.025
1999-12-13 330.1 -2.6421875 398.428125 49.27 6.253125
1999-12-14 111.2 -1.549270833 679.5979167 46.59791667 6.8
1999-12-15 97.6 -0.157083333 648.8072917 38.66802083 5.259375
1999-12-16 71.6 -0.653020833 685.509375 32.1834375 6.304166667
1999-12-17 106.8 -0.180520833 774.275 38.32416667 6.944791667
1999-12-18 166.6 0.842083333 658.9510417 30.4184375 7.11875
1999-12-19 201.2 0.952395833 776.55 24.6353125 7.559375
1999-12-20 245.6 0.116770833 546.209375 35.27958333 6.140625
1999-12-21 276 -0.643854167 401.2145833 46.246875 5.467708333
1999-12-22 251 -1.511770833 505.0166667 57.240625 4.410416667
1999-12-23 227.6 -0.878645833 446.3875 47.25177083 4.139583333
1999-12-24 213.4 -0.735104167 605.2385417 35.95052083 4.664583333
1999-12-25 196.1 0.286145833 566.66875 30.21416667 3.978125
1999-12-26 246.8 0.441979167 534.7864583 28.98625 4.5875
1999-12-27 295.8 -0.541354167 391.6020833 40.03427083 5.548958333
1999-12-28 275.2 0.4078125 536.7666667 31.275 4.119791667
1999-12-29 180.1 0.837395833 570.1645833 26.84416667 4.840625
1999-12-30 108.5 1.625 601.1135417 28.328125 6.617708333
1999-12-31 176.5 1.318854167 557.346875 31.01645833 5.270833333
2000-01-01 138.5 0.308333333 529.2895833 40.72354167 3.9125
2000-01-02 128.9 -0.426145833 490.9770833 39.08083333 4.883333333
2000-01-03 135.3 1.530833333 603.509375 27.41989583 5.10625
2000-01-04 173.7 0.950416667 572.965625 34.82375 5.2
2000-01-05 245.7 0.283229167 558.7895833 48.21114583 6.646875
2000-01-06 270.5 -0.681458333 355.7114583 56.73645833 5.248958333
2000-01-07 254 0.642291667 473.7052083 45.2003125 5.638541667
2000-01-08 228 -0.772708333 380.14375 51.99833333 5.667708333
2000-01-09 248.7 -2.0403125 503.246875 52.38770833 5.670833333
2000-01-10 229.5 -0.053229167 764.103125 30.96197917 5.063541667
2000-01-11 183.9 0.340625 706.2229167 25.64572917 7.1875
2000-01-12 282.5 0.315520833 749.9635417 23.9159375 10.8875
2000-01-13 329.8 -0.64125 747.5302083 28.1075 8.973958333
2000-01-14 303.1 -2.968541667 508.1510417 48.2825 6.070833333
2000-01-15 369.3 -0.034479167 581.9916667 29.80375 4.597916667
2000-01-16 266.6 1.4753125 551.1864583 26.58125 3.99375
2000-01-17 295.8 -0.830416667 662.50625 36.48354167 7.328125
2000-01-18 394 -2.548020833 606.39375 44.9675 5.998958333
2000-01-19 207.1 -2.016770833 573.0927083 34.36041667 4.895833333
2000-01-20 245.1 -0.62 647.68125 28.62510417 4.75
2000-01-21 167.7 0.745729167 612.5520833 24.44614583 5.151041667
2000-01-22 161.3 0.206041667 463.8229167 30.141875 4.871875
2000-01-23 115.3 -1.846666667 379.165625 35.45802083 6.988541667
2000-01-24 218.8 -1.868854167 405.4135417 42.02541667 4.648958333
2000-01-25 165.1 -1.071354167 537.2604167 38.18229167 5.177083333
2000-01-26 294.5 -2.645106383 396.5515789 47.04376344 4.565625
2000-01-27 72.1 -2.293125 261.6229167 49.98364583 2.945833333
2000-01-28 102.5 -1.706666667 515.5333333 39.84354167 3.270833333
2000-01-29 105.8 -2.086354167 494.2489583 43.96854167 5.558333333
2000-01-30 94 -3.5234375 368.9979167 52.151875 3.528125
2000-01-31 186 -3.2540625 472.1270833 48.38552083 5.347916667
2000-02-01 356.9 -2.571354167 456.9072917 48.51072917 5.041666667
2000-02-02 128.3 -2.194583333 516.5020833 41.6515625 4.68125
2000-02-03 116.5 -4.2675 415.38125 51.2771875 5.411458333
2000-02-04 29.6 -5.130625 297.6760417 47.1365625 4.101041667
2000-02-05 6.9 -5.211041667 545.2885417 36.87 6.757291667
2000-02-06 0.5 -3.763125 532.809375 25.35833333 6.766666667
2000-02-07 NA -3.373958333 519.146875 25.05208333 3.610416667
2000-02-08 NA -4.2028125 499.8666667 32.22697917 6.16875
2000-02-09 NA -5.845104167 290.04375 40.89333333 3.092708333
2000-02-10 NA -4.430833333 292.13125 61.6484375 3.579166667
2000-02-11 NA -5.716979167 437.5333333 56.84739583 4.232291667
2000-02-12 NA -2.7515625 274.79375 42.61177083 5.75
2000-02-13 NA -3.938854167 399.1447917 55.99375 5.591666667
2000-02-14 NA -6.221145833 384.834375 40.04114583 7.703125
2000-02-15 NA -9.852291667 239.625 61.3671875 3.921875
2000-02-16 NA -10.033125 193.3739583 38.29375 5.148958333
2000-02-17 NA -9.141354167 368.0520833 28.6303125 10.990625
2000-02-18 NA -9.5846875 351.871875 32.7503125 10.12395833
2000-02-19 NA -12.12927083 283.2333333 37.21302083 9.109375
2000-02-20 NA -13.45770833 209.0822917 58.018125 2.705208333
2000-02-21 NA -12.50270833 222.8802083 50.32614583 2.375
2000-02-22 NA -9.670625 191.8989583 57.279375 3.020833333
2000-02-23 NA -9.732395833 220.946875 50.64677083 7.225
2000-02-24 NA -11.6621875 132.675 29.644375 9.353125
2000-02-25 NA -9.006979167 149.4927083 28.78145833 8.579166667
2000-02-26 NA -7.5728125 151.7854167 28.515625 10.703125
2000-02-27 NA -6.915520833 124.6895833 28.260625 12.56354167
2000-02-28 NA -8.708645833 141.1041667 28.5434375 8.13125
2000-02-29 NA -11.65010417 109.2322917 30.68739583 1.836458333
2000-03-01 NA -12.56427083 154.7135417 47.12322917 1.723958333
2000-03-02 NA -11.64770833 126.934375 75.36947917 2.04375
2000-03-03 NA -14.53322917 133.6479167 71.98260417 1.754166667
2000-03-04 NA -14.02822917 110.215625 47.27239583 2.964583333
2000-03-05 NA -14.9159375 94.296875 51.91239583 2.497916667
2000-03-06 NA -17.32666667 82.32395833 82.619375 1.635416667
2000-03-07 NA -18.70458333 88.109375 79.040625 1.220833333
2000-03-08 NA -22.09052083 72.14479167 78.355 0.876041667
2000-03-09 NA -21.345625 76.609375 74.03270833 1.066666667
2000-03-10 NA -20.92729167 67.0125 85.66614583 1.171875
2000-03-11 NA -19.89697917 57.28645833 68.1846875 2.163541667
2000-03-12 NA -14.85552083 77.1375 35.57822917 4.222916667
2000-03-13 NA -12.345 73.51458333 46.97260417 5.035416667
2000-03-14 NA -20.36822917 51.378125 48.9565625 1.872916667
2000-03-15 NA -25.52479167 48.21770833 92.84552083 1.111458333
2000-03-16 NA -26.48375 69.715625 94.1709375 0.925
2000-03-17 NA -23.735625 45.61145833 95.21020833 0.792708333
2000-03-18 NA -28.53947917 39.125 98.78635417 1.116666667
2000-03-19 NA -23.38635417 46.21770833 94.56479167 0.99375
2000-03-20 NA -23.12072917 32.071875 99.925625 1.180208333
2000-03-21 NA -28.58083333 44.8 99.86885417 0.788541667
2000-03-22 NA -27.59 25.85833333 94.39447917 2.021875
2000-03-23 NA -27.75604167 57.33854167 98.19677083 1.476041667
2000-03-24 NA -23.63302083 41.60625 98.95947917 0.880208333
2000-03-25 NA -30.128125 23.34375 99.52354167 1.385416667
2000-03-26 NA -36.34239583 25.7 95.281875 1.445833333
2000-03-27 NA -39.24520833 18.10729167 92.3775 1.225
2000-03-28 NA -39.7578125 17.48020833 90.34604167 0.895833333
2000-03-29 NA -12.56645833 26.97604167 45.32770833 14.79270833
2000-03-30 NA -8.6396875 33.28645833 32.30666667 11.31041667
2000-03-31 NA -6.222291667 35.92708333 48.86489583 7.111458333
2000-04-01 NA -9.775729167 26.4875 69.29947917 4.857291667
2000-04-02 NA -2.456354167 23.51145833 29.489375 5.959375
2000-04-03 NA -6.360833333 32.475 61.24020833 4.975
2000-04-04 NA -15.1275 21.05833333 97.78197917 1.31875
2000-04-05 NA -16.36541667 19.87604167 93.430625 1.994791667
2000-04-06 NA -18.75135417 21.5125 91.34645833 1.51875
2000-04-07 NA -25.76770833 15.56979167 97.1421875 1.50625
2000-04-08 NA -29.30854167 13.065625 98.66854167 1.117708333
2000-04-09 NA -33.80020833 11.84479167 96.68208333 1.371875
2000-04-10 NA -33.54489583 13.93854167 96.3828125 0.697916667
2000-04-11 NA -32.97697917 9.158333333 96.60572917 0.833333333
2000-04-12 NA -35.82302083 7.347916667 94.4184375 1.067708333
2000-04-13 NA -36.46145833 7.453125 92.93166667 0.891666667
2000-04-14 NA -38.10875 6.639583333 90.4415625 1.122916667
2000-04-15 NA -40.369375 4.794791667 88.46291667 1.046875
2000-04-16 NA -41.87375 4.065625 86.40864583 1.290625
2000-04-17 NA -41.508125 3.133333333 85.93104167 0.942708333
2000-04-18 NA -42.16375 3.015625 85.80416667 1.295833333
2000-04-19 NA -40.94208333 2.697916667 86.37260417 0.846875
2000-04-20 NA -38.54697917 2.23125 87.24052083 1.205208333
2000-04-21 NA -27.053125 2.757291667 91.043125 2.338541667
2000-04-22 NA -30.98510417 1.698958333 98.758125 1.820833333
2000-04-23 NA -34.234375 1.344791667 96.238125 1.609375
2000-04-24 NA -26.7175 0.891666667 94.3 2.184375
2000-04-25 NA -30.165 0.888541667 87.29385417 1.884375
2000-04-26 NA -17.93989583 0.689583333 54.4496875 2.955208333
2000-04-27 NA -21.56375 0.583333333 75.93927083 2.466666667
2000-04-28 NA -31.36958333 0.488541667 95.59729167 1.694791667
2000-04-29 NA -33.446875 0.346875 94.53625 1.495833333
2000-04-30 NA -36.55447917 0.311458333 92.97927083 1.48125
2000-05-01 NA -37.84708333 0.103125 89.021875 1.246875
2000-05-02 NA -33.6159375 0.1875 86.08604167 0.621875
2000-05-03 NA -24.90552083 0.091666667 77.53572917 2.802083333
2000-05-04 NA -32.1721875 0.077083333 97.50635417 1.3625
2000-05-05 NA -33.2753125 0.004166667 93.25395833 1.18125
2000-05-06 NA -29.81666667 0 93.451875 1.417708333
2000-05-07 NA -32.3403125 0 97.82458333 1.653125
2000-05-08 NA -37.65885417 0 93.708125 1.075
2000-05-09 NA -41.72760417 0 90.068125 1.245833333
2000-05-10 NA -43.1021875 0 88.546875 0.988541667
2000-05-11 NA -14.03489583 0 43.383125 5.530208333
2000-05-12 NA -7.716666667 0 25.9925 6.521875
2000-05-13 NA -14.22354167 0 68.175 5.171875
2000-05-14 NA -13.97666667 0 30.751875 12.89791667
2000-05-15 NA -14.92572917 0 31.39208333 13.45520833
